Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",1.6,1.4,1.8,1.3,1.9,1.2,2.4
"Warming 2°C","SSP5-8.5",2.0,1.8,2.2,1.6,2.5,1.5,2.7
"Warming 3°C","SSP5-8.5",2.8,2.5,2.9,2.2,3.6,2.2,3.9
"Warming 4°C","SSP5-8.5",3.7,3.3,4.0,3.0,4.2,2.7,4.3

CMIP6 - Bias Adjusted TX35  days - Warming 2°C SSP5-8.5  - May (25 models)-MED
