Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","RCP8.5",0.3,0.3,0.4,0.3,0.5,0.3,0.6
"Warming 2°C","RCP8.5",0.5,0.4,0.5,0.4,0.5,0.3,0.6
"Warming 3°C","RCP8.5",0.8,0.7,0.9,0.6,0.9,0.6,0.9
"Warming 4°C","RCP8.5",1.1,0.9,1.2,0.9,1.4,0.9,1.5

CORDEX Europe - Bias Adjusted TX35  days - Warming 2°C RCP8.5  - April (36 models)-MED
