Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",0.0,0.0,0.1,0.0,0.2,0.0,1.1
"Warming 2°C","SSP5-8.5",0.1,0.0,0.1,0.0,0.3,0.0,1.6
"Warming 3°C","SSP5-8.5",0.1,0.0,0.2,0.0,0.4,0.0,2.1
"Warming 4°C","SSP5-8.5",0.2,0.1,0.3,0.0,0.3,0.0,0.3

CMIP6 - Days with TX above 40ºC (TX40)  days - Warming 2°C SSP5-8.5  - April (27 models)-MED
