Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",0.4,0.2,0.6,0.1,1.2,0.1,3.2
"Warming 2°C","SSP5-8.5",0.5,0.3,0.7,0.2,1.8,0.2,3.9
"Warming 3°C","SSP5-8.5",0.7,0.5,1.1,0.3,2.1,0.3,4.5
"Warming 4°C","SSP5-8.5",1.0,0.6,1.3,0.4,1.5,0.3,1.5

CMIP6 - Days with TX above 35ºC (TX35)  days - Warming 2°C SSP5-8.5  - April (27 models)-MED
