Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",8.9,7.0,10.1,5.1,15.8,4.2,17.1
"Warming 2°C","SSP5-8.5",10.2,8.4,11.5,6.3,17.0,5.4,17.8
"Warming 3°C","SSP5-8.5",11.8,9.9,13.6,8.5,18.4,7.6,19.4
"Warming 4°C","SSP5-8.5",13.3,11.6,14.7,10.4,15.6,9.4,16.3

CMIP6 - Days with TX above 35ºC (TX35)  days - Warming 1.5°C SSP5-8.5  - July (27 models)-MED
