Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",3.3,2.1,4.4,1.2,10.1,0.5,11.4
"Warming 2°C","SSP5-8.5",4.1,2.8,5.1,1.7,10.8,0.9,13.3
"Warming 3°C","SSP5-8.5",5.7,4.3,6.9,2.9,13.2,1.8,15.4
"Warming 4°C","SSP5-8.5",7.3,5.6,7.9,3.7,9.5,3.3,10.4

CMIP6 - Days with TX above 40ºC (TX40)  days - Warming 1.5°C SSP5-8.5  - July (27 models)-MED
