Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","RCP8.5",6.6,5.6,7.8,4.3,9.1,3.9,9.7
"Warming 2°C","RCP8.5",7.1,6.2,8.9,4.7,10.1,4.5,10.7
"Warming 3°C","RCP8.5",8.9,8.0,10.4,6.4,11.8,5.8,11.9
"Warming 4°C","RCP8.5",10.1,9.4,11.5,7.3,13.5,7.2,13.6

CORDEX Europe - Days with TX above 35ºC (TX35)  days - Warming 1.5°C RCP8.5  - July (45 models)-MED
