Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","RCP8.5",3.4,2.7,4.7,1.9,5.2,1.6,5.6
"Warming 2°C","RCP8.5",4.0,3.1,5.3,2.2,6.0,2.1,6.3
"Warming 3°C","RCP8.5",5.4,4.1,6.7,3.0,7.3,2.8,8.1
"Warming 4°C","RCP8.5",6.1,4.9,7.4,3.8,8.6,3.7,9.1

CORDEX Europe - Days with TX above 35ºC (TX35)  days - Warming 2°C RCP8.5  - June (45 models)-MED
