Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",1.4,1.3,1.5,1.2,1.6,1.1,1.7
"Warming 2°C","SSP5-8.5",1.8,1.7,1.9,1.5,2.0,1.4,2.2
"Warming 3°C","SSP5-8.5",2.5,2.3,2.7,2.1,2.9,2.0,3.1
"Warming 4°C","SSP5-8.5",3.5,3.0,3.7,2.8,3.9,2.6,4.0

CMIP6 - Bias Adjusted TX40  days - Warming 2°C SSP5-8.5  - June (25 models)-MED
