Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","RCP8.5",4.2,3.9,4.5,3.7,4.9,3.7,5.1
"Warming 2°C","RCP8.5",4.8,4.5,5.1,4.3,5.7,4.3,5.9
"Warming 3°C","RCP8.5",6.2,5.8,6.8,5.6,7.2,5.6,7.4
"Warming 4°C","RCP8.5",7.4,7.2,7.8,7.0,8.2,6.8,8.5

CORDEX Europe - Bias Adjusted TX35  days - Warming 2°C RCP8.5  - June (36 models)-MED
