Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",1.3,0.8,2.2,0.4,5.2,0.2,7.2
"Warming 2°C","SSP5-8.5",1.7,1.1,2.6,0.6,6.7,0.3,8.0
"Warming 3°C","SSP5-8.5",2.6,1.9,3.3,1.0,8.7,0.6,9.7
"Warming 4°C","SSP5-8.5",3.9,2.1,4.0,1.2,4.3,1.0,5.0

CMIP6 - Days with TX above 40ºC (TX40)  days - Warming 2°C SSP5-8.5  - June (27 models)-MED
