Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",2.7,2.4,3.0,2.2,3.4,2.1,3.5
"Warming 2°C","SSP5-8.5",3.4,3.1,3.7,2.9,4.0,2.8,4.1
"Warming 3°C","SSP5-8.5",4.9,4.3,5.2,4.1,5.6,4.0,5.7
"Warming 4°C","SSP5-8.5",6.6,5.8,7.2,5.3,7.3,5.3,7.6

CMIP6 - Bias Adjusted TX40  days - Warming 1.5°C SSP5-8.5  - August (25 models)-MED
