Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","RCP8.5",3.3,3.0,3.5,2.9,3.8,2.8,3.9
"Warming 2°C","RCP8.5",3.9,3.8,4.6,3.5,4.7,3.5,4.9
"Warming 3°C","RCP8.5",5.3,4.9,5.9,4.8,6.3,4.7,6.5
"Warming 4°C","RCP8.5",6.9,6.6,7.2,6.3,7.7,6.2,7.8

CORDEX Europe - Bias Adjusted TX35  days - Warming 1.5°C RCP8.5  - September (36 models)-MED
