Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",3.5,2.4,4.5,1.7,7.2,1.2,8.6
"Warming 2°C","SSP5-8.5",4.2,3.1,5.2,2.1,8.3,1.7,9.3
"Warming 3°C","SSP5-8.5",6.0,4.4,7.3,3.6,10.5,3.2,11.2
"Warming 4°C","SSP5-8.5",7.2,5.7,7.9,4.8,8.9,4.5,9.0

CMIP6 - Days with TX above 35ºC (TX35)  days - Warming 1.5°C SSP5-8.5  - September (27 models)-MED
