Period,Scenario,Median,P25,P75,P10,P90,P5,P95
"Warming 1.5°C","SSP5-8.5",0.8,0.6,0.8,0.6,1.0,0.5,1.1
"Warming 2°C","SSP5-8.5",1.0,0.9,1.2,0.8,1.4,0.7,1.6
"Warming 3°C","SSP5-8.5",1.9,1.6,2.0,1.5,2.4,1.4,2.5
"Warming 4°C","SSP5-8.5",2.8,2.4,3.1,2.1,3.3,2.0,3.4

CMIP6 - Bias Adjusted TX40  days - Warming 1.5°C SSP5-8.5  - September (25 models)-MED
